"","pkg.name","fun.name","arg.types","arg.names"
"3560","regnet","RunLogit","c(""arma::mat& "", ""arma::vec& "", ""double "", ""double "", ""arma::vec "", ""double "", ""arma::mat& "", ""int "", ""double "", ""char "")","c("" x"", "" y"", "" lamb1"", "" lamb2"", "" b"", "" r"", "" a"", "" p"", "" alpha"", "" method"")"
"3561","regnet","RunNet","c(""arma::mat& "", ""arma::vec& "", ""double "", ""double "", ""arma::vec "", ""double "", ""arma::mat& "", ""int "")","c("" x"", "" y"", "" lamb1"", "" lamb2"", "" b"", "" r"", "" a"", "" p"")"
"3562","regnet","RunMCP","c(""arma::mat& "", ""arma::vec& "", ""double "", ""arma::vec "", ""double "", ""int "")","c("" x"", "" y"", "" lambda"", "" b"", "" r"", "" p"")"
"3563","regnet","RunElastic","c(""arma::mat& "", ""arma::vec& "", ""double "", ""arma::vec "", ""double "", ""int "")","c("" x"", "" y"", "" lambda"", "" b"", "" alpha"", "" p"")"
"3564","regnet","RunNetSurv","c(""arma::mat& "", ""arma::mat& "", ""arma::vec& "", ""double "", ""double "", ""arma::vec "", ""arma::vec "", ""double "", ""arma::mat& "", ""int "", ""int "", ""bool "")","c("" xc"", "" xg"", "" y"", "" lamb1"", "" lamb2"", "" bc0"", "" bg0"", "" r"", "" a"", "" p"", "" pc"", "" robust"")"
"3565","regnet","RunMCPSurv","c(""arma::mat "", ""arma::mat "", ""arma::vec "", ""double "", ""arma::vec "", ""arma::vec "", ""double "", ""int "", ""int "", ""bool "")","c("" xc"", "" xg"", "" y"", "" lamb1"", "" bc"", "" bg"", "" r"", "" p"", "" pc"", "" robust"")"
"3566","regnet","RunLassoSurv","c(""arma::mat "", ""arma::mat "", ""arma::vec "", ""double "", ""arma::vec "", ""arma::vec "", ""int "", ""int "", ""bool "")","c("" xc"", "" xg"", "" y"", "" lamb1"", "" bc"", "" bg"", "" p"", "" pc"", "" robust"")"
"3567","regnet","NetGrid","c(""arma::mat& "", ""arma::mat& "", ""arma::vec& "", ""arma::mat& "", ""arma::vec& "", ""arma::vec "", ""arma::vec "", ""arma::vec "", ""arma::vec "", ""double "", ""arma::mat& "", ""int "", ""int "", ""bool "")","c("" xc"", "" xg"", "" y"", "" x2"", "" y2"", "" lamb1"", "" lamb2"", "" bc"", "" bg"", "" r"", "" a"", "" p"", "" pc"", "" robust"")"
"3568","regnet","MCPGrid","c(""arma::mat& "", ""arma::mat& "", ""arma::vec& "", ""arma::mat& "", ""arma::vec& "", ""arma::vec "", ""arma::vec "", ""arma::vec "", ""double "", ""int "", ""int "", ""bool "")","c("" xc"", "" xg"", "" y"", "" x2"", "" y2"", "" lamb1"", "" bc"", "" bg"", "" r"", "" p"", "" pc"", "" robust"")"
"3569","regnet","LassoGrid","c(""arma::mat& "", ""arma::mat& "", ""arma::vec& "", ""arma::mat& "", ""arma::vec& "", ""arma::vec "", ""arma::vec "", ""arma::vec "", ""int "", ""int "", ""bool "")","c("" xc"", "" xg"", "" y"", "" x2"", "" y2"", "" lamb1"", "" bc"", "" bg"", "" p"", "" pc"", "" robust"")"
"3570","reticulate","write_stdout","std::string "," text"
"3571","reticulate","write_stderr","std::string "," text"
"3572","reticulate","py_is_callable","PyObjectRef "," x"
"3573","reticulate","py_get_formals","PyObjectRef "," func"
"3574","reticulate","r_to_py_impl","c(""RObject "", ""bool "")","c("" object"", "" convert"")"
"3575","reticulate","py_activate_virtualenv","const std::string& "," script"
"3576","reticulate","py_initialize","c(""const std::string& "", ""const std::string& "", ""const std::string& "", ""const std::string& "", ""bool "", ""bool "", ""const std::string& "")","c("" python"", "" libpython"", "" pythonhome"", "" virtualenv_activate"", "" python3"", "" interactive"", "" numpy_load_error"")"
"3577","reticulate","py_is_none","PyObjectRef "," x"
"3578","reticulate","py_compare_impl","c(""PyObjectRef "", ""PyObjectRef "", ""const std::string& "")","c("" a"", "" b"", "" op"")"
"3579","reticulate","py_str_impl","PyObjectRef "," x"
"3580","reticulate","py_print","PyObjectRef "," x"
"3581","reticulate","py_is_function","PyObjectRef "," x"
"3582","reticulate","py_is_null_xptr","PyObjectRef "," x"
"3583","reticulate","py_validate_xptr","PyObjectRef "," x"
"3584","reticulate","py_list_attributes_impl","PyObjectRef "," x"
"3585","reticulate","py_has_attr_impl","c(""PyObjectRef "", ""const std::string& "")","c("" x"", "" name"")"
"3586","reticulate","py_get_attr_impl","c(""PyObjectRef "", ""const std::string& "", ""bool "")","c("" x"", "" key"", "" silent"")"
"3587","reticulate","py_get_item_impl","c(""PyObjectRef "", ""RObject "", ""bool "")","c("" x"", "" key"", "" silent"")"
"3588","reticulate","py_set_attr_impl","c(""PyObjectRef "", ""const std::string& "", ""RObject "")","c("" x"", "" name"", "" value"")"
"3589","reticulate","py_del_attr_impl","c(""PyObjectRef "", ""const std::string& "")","c("" x"", "" name"")"
"3590","reticulate","py_set_item_impl","c(""PyObjectRef "", ""RObject "", ""RObject "")","c("" x"", "" key"", "" val"")"
"3591","reticulate","py_get_attribute_types","c(""PyObjectRef "", ""const std::vector<std::string>& "")","c("" x"", "" attributes"")"
"3592","reticulate","py_ref_to_r_with_convert","c(""PyObjectRef "", ""bool "")","c("" x"", "" convert"")"
"3593","reticulate","py_ref_to_r","PyObjectRef "," x"
"3594","reticulate","py_call_impl","c(""PyObjectRef "", ""List "", ""List "")","c("" x"", "" args"", "" keywords"")"
"3595","reticulate","py_dict_impl","c(""const List& "", ""const List& "", ""bool "")","c("" keys"", "" items"", "" convert"")"
"3596","reticulate","py_dict_get_item","c(""PyObjectRef "", ""RObject "")","c("" dict"", "" key"")"
"3597","reticulate","py_dict_set_item","c(""PyObjectRef "", ""RObject "", ""RObject "")","c("" dict"", "" key"", "" val"")"
"3598","reticulate","py_dict_length","PyObjectRef "," dict"
"3599","reticulate","py_dict_get_keys","PyObjectRef "," dict"
"3600","reticulate","py_dict_get_keys_as_str","PyObjectRef "," dict"
"3601","reticulate","py_tuple","c(""const List& "", ""bool "")","c("" items"", "" convert"")"
"3602","reticulate","py_tuple_length","PyObjectRef "," tuple"
"3603","reticulate","py_module_import","c(""const std::string& "", ""bool "")","c("" module"", "" convert"")"
"3604","reticulate","py_module_proxy_import","PyObjectRef "," proxy"
"3605","reticulate","py_list_submodules","const std::string& "," module"
"3606","reticulate","py_iterate","c(""PyObjectRef "", ""Function "")","c("" x"", "" f"")"
"3607","reticulate","py_iter_next","c(""PyObjectRef "", ""RObject "")","c("" iterator"", "" completed"")"
"3608","reticulate","py_run_string_impl","c(""const std::string& "", ""bool "", ""bool "")","c("" code"", "" local"", "" convert"")"
"3609","reticulate","py_run_file_impl","c(""const std::string& "", ""bool "", ""bool "")","c("" file"", "" local"", "" convert"")"
"3610","reticulate","py_eval_impl","c(""const std::string& "", ""bool "")","c("" code"", "" convert"")"
"3611","reticulate","py_convert_pandas_series","PyObjectRef "," series"
"3612","reticulate","py_convert_pandas_df","PyObjectRef "," df"
"3613","reticulate","r_convert_dataframe","c(""RObject "", ""bool "")","c("" dataframe"", "" convert"")"
"3614","reticulate","r_convert_date","c(""DateVector "", ""bool "")","c("" dates"", "" convert"")"
"3615","reticulate","readline","const std::string& "," prompt"
"3616","rust","any_nonpos","const NumericVector& "," x"
"3617","revdbayes","cpp_gp_loglik","c(""const NumericVector& "", ""const List& "")","c("" x"", "" ss"")"
"3618","revdbayes","cpp_gev_loglik","c(""const NumericVector& "", ""const List& "")","c("" x"", "" ss"")"
"3619","revdbayes","cpp_os_loglik","c(""const NumericVector& "", ""const List& "")","c("" x"", "" ss"")"
"3620","revdbayes","cpp_pp_loglik","c(""const NumericVector& "", ""const List& "")","c("" x"", "" ss"")"
"3621","revdbayes","cpp_gp_norm","c(""const NumericVector& "", ""const List& "")","c("" x"", "" ppars"")"
"3622","revdbayes","cpp_gp_mdi","c(""const NumericVector& "", ""const List& "")","c("" x"", "" ppars"")"
"3623","revdbayes","cpp_gp_flat","c(""const NumericVector& "", ""const List& "")","c("" x"", "" ppars"")"
"3624","revdbayes","cpp_gp_flatflat","c(""const NumericVector& "", ""const List& "")","c("" x"", "" ppars"")"
"3625","revdbayes","cpp_gp_jeffreys","c(""const NumericVector& "", ""const List& "")","c("" x"", "" ppars"")"
"3626","revdbayes","cpp_gp_beta","c(""const NumericVector& "", ""const List& "")","c("" x"", "" ppars"")"
"3627","revdbayes","cpp_gev_norm","c(""const NumericVector& "", ""const List& "")","c("" x"", "" ppars"")"
"3628","revdbayes","cpp_gev_loglognorm","c(""const NumericVector& "", ""const List& "")","c("" x"", "" ppars"")"
"3629","revdbayes","cpp_gev_mdi","c(""const NumericVector& "", ""const List& "")","c("" x"", "" ppars"")"
"3630","revdbayes","cpp_gev_flat","c(""const NumericVector& "", ""const List& "")","c("" x"", "" ppars"")"
"3631","revdbayes","cpp_gev_flatflat","c(""const NumericVector& "", ""const List& "")","c("" x"", "" ppars"")"
"3632","revdbayes","cpp_gev_beta","c(""const NumericVector& "", ""const List& "")","c("" x"", "" ppars"")"
"3633","revdbayes","lgdgev_cpp","c(""const NumericVector& "", ""const double& "", ""const double& "", ""const double& "")","c("" x"", "" loc"", "" scale"", "" shape"")"
"3634","revdbayes","pgev_cpp","c(""const NumericVector& "", ""const double& "", ""const double& "", ""const double& "")","c("" q"", "" loc"", "" scale"", "" shape"")"
"3635","revdbayes","qgev_cpp","c(""const NumericVector& "", ""const double& "", ""const double& "", ""const double& "")","c("" p"", "" loc"", "" scale"", "" shape"")"
"3636","revdbayes","cpp_gev_prob","c(""const NumericVector& "", ""const List& "")","c("" x"", "" ppars"")"
"3637","revdbayes","cpp_gev_quant","c(""const NumericVector& "", ""const List& "")","c("" x"", "" ppars"")"
"3638","revdbayes","gp_user_logpost","c(""const NumericVector& "", ""const List& "")","c("" x"", "" pars"")"
"3639","revdbayes","gev_user_logpost","c(""const NumericVector& "", ""const List& "")","c("" x"", "" pars"")"
"3640","revdbayes","os_user_logpost","c(""const NumericVector& "", ""const List& "")","c("" x"", "" pars"")"
"3641","revdbayes","pp_user_logpost","c(""const NumericVector& "", ""const List& "")","c("" x"", "" pars"")"
"3642","revdbayes","gp_mdi_logpost","c(""const NumericVector& "", ""const List& "")","c("" x"", "" pars"")"
"3643","revdbayes","gp_norm_logpost","c(""const NumericVector& "", ""const List& "")","c("" x"", "" pars"")"
"3644","revdbayes","gp_flat_logpost","c(""const NumericVector& "", ""const List& "")","c("" x"", "" pars"")"
"3645","revdbayes","gp_flatflat_logpost","c(""const NumericVector& "", ""const List& "")","c("" x"", "" pars"")"
"3646","revdbayes","gp_jeffreys_logpost","c(""const NumericVector& "", ""const List& "")","c("" x"", "" pars"")"
"3647","revdbayes","gp_beta_logpost","c(""const NumericVector& "", ""const List& "")","c("" x"", "" pars"")"
"3648","revdbayes","gev_mdi_logpost","c(""const NumericVector& "", ""const List& "")","c("" x"", "" pars"")"
"3649","revdbayes","gev_norm_logpost","c(""const NumericVector& "", ""const List& "")","c("" x"", "" pars"")"
"3650","revdbayes","gev_loglognorm_logpost","c(""const NumericVector& "", ""const List& "")","c("" x"", "" pars"")"
"3651","revdbayes","gev_flat_logpost","c(""const NumericVector& "", ""const List& "")","c("" x"", "" pars"")"
"3652","revdbayes","gev_flatflat_logpost","c(""const NumericVector& "", ""const List& "")","c("" x"", "" pars"")"
"3653","revdbayes","gev_beta_logpost","c(""const NumericVector& "", ""const List& "")","c("" x"", "" pars"")"
"3654","revdbayes","gev_prob_logpost","c(""const NumericVector& "", ""const List& "")","c("" x"", "" pars"")"
"3655","revdbayes","gev_quant_logpost","c(""const NumericVector& "", ""const List& "")","c("" x"", "" pars"")"
"3656","revdbayes","pp_mdi_logpost","c(""const NumericVector& "", ""const List& "")","c("" x"", "" pars"")"
"3657","revdbayes","pp_norm_logpost","c(""const NumericVector& "", ""const List& "")","c("" x"", "" pars"")"
"3658","revdbayes","pp_loglognorm_logpost","c(""const NumericVector& "", ""const List& "")","c("" x"", "" pars"")"
"3659","revdbayes","pp_flat_logpost","c(""const NumericVector& "", ""const List& "")","c("" x"", "" pars"")"
"3660","revdbayes","pp_flatflat_logpost","c(""const NumericVector& "", ""const List& "")","c("" x"", "" pars"")"
"3661","revdbayes","pp_beta_logpost","c(""const NumericVector& "", ""const List& "")","c("" x"", "" pars"")"
"3662","revdbayes","pp_prob_logpost","c(""const NumericVector& "", ""const List& "")","c("" x"", "" pars"")"
"3663","revdbayes","pp_quant_logpost","c(""const NumericVector& "", ""const List& "")","c("" x"", "" pars"")"
"3664","revdbayes","os_mdi_logpost","c(""const NumericVector& "", ""const List& "")","c("" x"", "" pars"")"
"3665","revdbayes","os_norm_logpost","c(""const NumericVector& "", ""const List& "")","c("" x"", "" pars"")"
"3666","revdbayes","os_loglognorm_logpost","c(""const NumericVector& "", ""const List& "")","c("" x"", "" pars"")"
"3667","revdbayes","os_flat_logpost","c(""const NumericVector& "", ""const List& "")","c("" x"", "" pars"")"
"3668","revdbayes","os_flatflat_logpost","c(""const NumericVector& "", ""const List& "")","c("" x"", "" pars"")"
"3669","revdbayes","os_beta_logpost","c(""const NumericVector& "", ""const List& "")","c("" x"", "" pars"")"
"3670","revdbayes","os_prob_logpost","c(""const NumericVector& "", ""const List& "")","c("" x"", "" pars"")"
"3671","revdbayes","os_quant_logpost","c(""const NumericVector& "", ""const List& "")","c("" x"", "" pars"")"
"3672","revdbayes","gp_logpost_xptr","std::string "," fstr"
"3673","revdbayes","gev_logpost_xptr","std::string "," fstr"
"3674","revdbayes","os_logpost_xptr","std::string "," fstr"
"3675","revdbayes","pp_logpost_xptr","std::string "," fstr"
"3676","rust","gp_phi_to_theta","c(""const NumericVector& "", ""const List& "")","c("" phi"", "" user_args"")"
"3677","revdbayes","gev_phi_to_theta","c(""const NumericVector& "", ""const List& "")","c("" phi"", "" user_args"")"
"3678","revdbayes","pp_phi_to_theta","c(""const NumericVector& "", ""const List& "")","c("" phi"", "" user_args"")"
"3679","revdbayes","kgaps_phi_to_theta","c(""const NumericVector& "", ""const List& "")","c("" phi"", "" user_args"")"
"3680","revdbayes","phi_to_theta_xptr","std::string "," fstr"
"3681","revdbayes","gp_mdi_logpost_phi","c(""const NumericVector& "", ""const List& "")","c("" phi"", "" pars"")"
"3682","revdbayes","gp_norm_logpost_phi","c(""const NumericVector& "", ""const List& "")","c("" phi"", "" pars"")"
"3683","revdbayes","gp_flat_logpost_phi","c(""const NumericVector& "", ""const List& "")","c("" phi"", "" pars"")"
"3684","revdbayes","gp_flatflat_logpost_phi","c(""const NumericVector& "", ""const List& "")","c("" phi"", "" pars"")"
"3685","revdbayes","gp_jeffreys_logpost_phi","c(""const NumericVector& "", ""const List& "")","c("" phi"", "" pars"")"
"3686","revdbayes","gp_beta_logpost_phi","c(""const NumericVector& "", ""const List& "")","c("" phi"", "" pars"")"
"3687","revdbayes","gp_user_logpost_phi","c(""const NumericVector& "", ""const List& "")","c("" phi"", "" pars"")"
"3688","revdbayes","gev_mdi_logpost_phi","c(""const NumericVector& "", ""const List& "")","c("" phi"", "" pars"")"
"3689","revdbayes","gev_norm_logpost_phi","c(""const NumericVector& "", ""const List& "")","c("" phi"", "" pars"")"
"3690","revdbayes","gev_loglognorm_logpost_phi","c(""const NumericVector& "", ""const List& "")","c("" phi"", "" pars"")"
"3691","revdbayes","gev_flat_logpost_phi","c(""const NumericVector& "", ""const List& "")","c("" phi"", "" pars"")"
"3692","revdbayes","gev_flatflat_logpost_phi","c(""const NumericVector& "", ""const List& "")","c("" phi"", "" pars"")"
"3693","revdbayes","gev_beta_logpost_phi","c(""const NumericVector& "", ""const List& "")","c("" phi"", "" pars"")"
"3694","revdbayes","gev_prob_logpost_phi","c(""const NumericVector& "", ""const List& "")","c("" phi"", "" pars"")"
"3695","revdbayes","gev_quant_logpost_phi","c(""const NumericVector& "", ""const List& "")","c("" phi"", "" pars"")"
"3696","revdbayes","gev_user_logpost_phi","c(""const NumericVector& "", ""const List& "")","c("" phi"", "" pars"")"
"3697","revdbayes","os_mdi_logpost_phi","c(""const NumericVector& "", ""const List& "")","c("" phi"", "" pars"")"
"3698","revdbayes","os_norm_logpost_phi","c(""const NumericVector& "", ""const List& "")","c("" phi"", "" pars"")"
"3699","revdbayes","os_loglognorm_logpost_phi","c(""const NumericVector& "", ""const List& "")","c("" phi"", "" pars"")"
"3700","revdbayes","os_flat_logpost_phi","c(""const NumericVector& "", ""const List& "")","c("" phi"", "" pars"")"
"3701","revdbayes","os_flatflat_logpost_phi","c(""const NumericVector& "", ""const List& "")","c("" phi"", "" pars"")"
"3702","revdbayes","os_beta_logpost_phi","c(""const NumericVector& "", ""const List& "")","c("" phi"", "" pars"")"
"3703","revdbayes","os_prob_logpost_phi","c(""const NumericVector& "", ""const List& "")","c("" phi"", "" pars"")"
"3704","revdbayes","os_quant_logpost_phi","c(""const NumericVector& "", ""const List& "")","c("" phi"", "" pars"")"
"3705","revdbayes","os_user_logpost_phi","c(""const NumericVector& "", ""const List& "")","c("" phi"", "" pars"")"
"3706","revdbayes","pp_mdi_logpost_phi","c(""const NumericVector& "", ""const List& "")","c("" phi"", "" pars"")"
"3707","revdbayes","pp_norm_logpost_phi","c(""const NumericVector& "", ""const List& "")","c("" phi"", "" pars"")"
"3708","revdbayes","pp_loglognorm_logpost_phi","c(""const NumericVector& "", ""const List& "")","c("" phi"", "" pars"")"
"3709","revdbayes","pp_flat_logpost_phi","c(""const NumericVector& "", ""const List& "")","c("" phi"", "" pars"")"
"3710","revdbayes","pp_flatflat_logpost_phi","c(""const NumericVector& "", ""const List& "")","c("" phi"", "" pars"")"
"3711","revdbayes","pp_beta_logpost_phi","c(""const NumericVector& "", ""const List& "")","c("" phi"", "" pars"")"
"3712","revdbayes","pp_prob_logpost_phi","c(""const NumericVector& "", ""const List& "")","c("" phi"", "" pars"")"
"3713","revdbayes","pp_quant_logpost_phi","c(""const NumericVector& "", ""const List& "")","c("" phi"", "" pars"")"
"3714","revdbayes","pp_user_logpost_phi","c(""const NumericVector& "", ""const List& "")","c("" phi"", "" pars"")"
"3715","revdbayes","gp_logpost_phi_xptr","std::string "," fstr"
"3716","revdbayes","gev_logpost_phi_xptr","std::string "," fstr"
"3717","revdbayes","pp_logpost_phi_xptr","std::string "," fstr"
"3718","revdbayes","os_logpost_phi_xptr","std::string "," fstr"
"3719","revdbayes","kgaps_logpost","c(""const NumericVector& "", ""const List& "")","c("" x"", "" pars"")"
"3720","revdbayes","kgaps_logpost_xptr","std::string "," fstr"
"3721","revdbayes","kgaps_log_j","c(""const NumericVector& "", ""const List& "")","c("" theta"", "" user_args"")"
"3722","revdbayes","log_j_xptr","std::string "," fstr"
"3723","revdbayes","user_gp_flat","c(""const NumericVector& "", ""const List& "")","c("" x"", "" ppars"")"
"3724","revdbayes","user_gev_norm","c(""const NumericVector& "", ""const List& "")","c("" x"", "" ppars"")"
"3725","revdbayes","user_gev_flat","c(""const NumericVector& "", ""const List& "")","c("" x"", "" ppars"")"
"3726","revdbayes","create_prior_xptr","std::string "," fstr"
"3727","ripserr","cubical_2dim","c(""const NumericMatrix& "", ""double "", ""int "")","c("" image"", "" threshold"", "" method"")"
"3728","ripserr","cubical_3dim","c(""NumericVector& "", ""double "", ""int "", ""int "", ""int "", ""int "")","c("" image"", "" threshold"", "" method"", "" nx"", "" ny"", "" nz"")"
"3729","ripserr","cubical_4dim","c(""NumericVector& "", ""double "", ""int "", ""int "", ""int "", ""int "", ""int "")","c("" image"", "" threshold"", "" method"", "" nx"", "" ny"", "" nz"", "" nt"")"
"3730","ripserr","ripser_cpp_dist","c(""const NumericVector& "", ""int "", ""float "", ""int "")","c("" dist_r"", "" dim"", "" thresh"", "" p"")"
"3731","rkvo","readkvs","c(""String "", ""SEXP "", ""SEXP "")","c("" path"", "" delim_tuple"", "" delim_field"")"
"3732","rmdcev","Shuffle_rng","c(""const Eigen::Matrix<double, Eigen::Dynamic, 1>& "", ""const int& "", ""boost::ecuyer1988& "", ""std::ostream* "")","c("" inv_temp"", "" nerrs"", "" base_rng__"", "" pstream__"")"
"3733","rmdcev","DrawMlhs_rng","c(""const int& "", ""const int& "", ""boost::ecuyer1988& "", ""std::ostream* "")","c("" nerrs"", "" draw_mlhs"", "" base_rng__"", "" pstream__"")"
"3734","rmdcev","DrawError_rng","c(""const double& "", ""const Eigen::Matrix<double, Eigen::Dynamic, 1>& "", ""const Eigen::Matrix<double, Eigen::Dynamic, 1>& "", ""const Eigen::Matrix<double, Eigen::Dynamic, 1>& "", ""const Eigen::Matrix<double, Eigen::Dynamic, 1>& "", ""const Eigen::Matrix<double, Eigen::Dynamic, 1>& "", ""const Eigen::Matrix<double, Eigen::Dynamic, 1>& "", ""const double& "", ""const int& "", ""const int& "", ""const int& "", ""const int& "", ""const int& "", ""boost::ecuyer1988& "", ""std::ostream* "")","c("" quant_num"", "" quant_j"", "" price_j"", "" psi_j"", "" phi_j"", "" gamma_j"", "" alpha"", "" scale"", "" model_num"", "" nalts"", "" nerrs"", "" cond_error"", "" draw_mlhs"", "" base_rng__"", "" pstream__"")"
"3735","rmdcev","CalcAltOrder","c(""const Eigen::Matrix<double, Eigen::Dynamic, 1>& "", ""const int& "", ""std::ostream* "")","c("" MUzero"", "" nalts"", "" pstream__"")"
"3736","rmdcev","SortParmMatrix","c(""const Eigen::Matrix<double, Eigen::Dynamic, 1>& "", ""const Eigen::Matrix<double, Eigen::Dynamic, 1>& "", ""const Eigen::Matrix<double, Eigen::Dynamic, 1>& "", ""const Eigen::Matrix<double, Eigen::Dynamic, 1>& "", ""const int& "", ""std::ostream* "")","c("" MUzero"", "" price"", "" gamma"", "" alpha_phi"", "" nalts"", "" pstream__"")"
"3737","rmdcev","ComputeE","c(""const int& "", ""const double& "", ""const Eigen::Matrix<double, Eigen::Dynamic, 1>& "", ""const Eigen::Matrix<double, Eigen::Dynamic, 1>& "", ""const Eigen::Matrix<double, Eigen::Dynamic, 1>& "", ""const Eigen::Matrix<double, Eigen::Dynamic, 1>& "", ""std::ostream* "")","c("" M"", "" lambda"", "" g_price__phi"", "" b"", "" c"", "" d"", "" pstream__"")"
"3738","rmdcev","MarshallianDemand","c(""const double& "", ""const Eigen::Matrix<double, Eigen::Dynamic, 1>& "", ""const Eigen::Matrix<double, Eigen::Dynamic, 1>& "", ""const Eigen::Matrix<double, Eigen::Dynamic, 1>& "", ""const Eigen::Matrix<double, Eigen::Dynamic, 1>& "", ""const Eigen::Matrix<double, Eigen::Dynamic, 1>& "", ""const int& "", ""const int& "", ""const int& "", ""const double& "", ""const int& "", ""std::ostream* "")","c("" income"", "" price"", "" MUzero"", "" phi"", "" gamma"", "" alpha"", "" nalts"", "" algo_gen"", "" model_num"", "" tol_e"", "" max_loop"", "" pstream__"")"
"3739","rmdcev","ComputeUtilJ","c(""const double& "", ""const Eigen::Matrix<double, Eigen::Dynamic, 1>& "", ""const Eigen::Matrix<double, Eigen::Dynamic, 1>& "", ""const Eigen::Matrix<double, Eigen::Dynamic, 1>& "", ""const Eigen::Matrix<double, Eigen::Dynamic, 1>& "", ""const Eigen::Matrix<double, Eigen::Dynamic, 1>& "", ""const Eigen::Matrix<double, Eigen::Dynamic, 1>& "", ""const int& "", ""const int& "", ""std::ostream* "")","c("" income"", "" quant_j"", "" price_j"", "" psi"", "" phi_j"", "" gamma_j"", "" alpha"", "" nalts"", "" model_num"", "" pstream__"")"
"3740","rmdcev","ComputeUtilM","c(""const int& "", ""const double& "", ""const Eigen::Matrix<double, Eigen::Dynamic, 1>& "", ""const Eigen::Matrix<double, Eigen::Dynamic, 1>& "", ""const Eigen::Matrix<double, Eigen::Dynamic, 1>& "", ""const Eigen::Matrix<double, Eigen::Dynamic, 1>& "", ""const Eigen::Matrix<double, Eigen::Dynamic, 1>& "", ""const Eigen::Matrix<double, Eigen::Dynamic, 1>& "", ""const Eigen::Matrix<double, Eigen::Dynamic, 1>& "", ""const int& "", ""std::ostream* "")","c("" M"", "" lambda1"", "" g_psi_a"", "" a_a_1"", "" mu_a_a_1"", "" psi"", "" g"", "" price"", "" d"", "" model_num"", "" pstream__"")"
"3741","rmdcev","ComputeKtUtilM","c(""const int& "", ""const double& "", ""const Eigen::Matrix<double, Eigen::Dynamic, 1>& "", ""const Eigen::Matrix<double, Eigen::Dynamic, 1>& "", ""const double& "", ""std::ostream* "")","c("" M"", "" lambda1"", "" psi"", "" mu"", "" alpha_1"", "" pstream__"")"
"3742","rmdcev","HicksianDemand","c(""const double& "", ""const Eigen::Matrix<double, Eigen::Dynamic, 1>& "", ""const Eigen::Matrix<double, Eigen::Dynamic, 1>& "", ""const Eigen::Matrix<double, Eigen::Dynamic, 1>& "", ""const Eigen::Matrix<double, Eigen::Dynamic, 1>& "", ""const Eigen::Matrix<double, Eigen::Dynamic, 1>& "", ""const int& "", ""const int& "", ""const int& "", ""const double& "", ""const int& "", ""std::ostream* "")","c("" util"", "" price"", "" MUzero"", "" phi"", "" gamma"", "" alpha"", "" nalts"", "" algo_gen"", "" model_num"", "" tol_l"", "" max_loop"", "" pstream__"")"
"3743","rmdcev","CalcWTP_rng","c(""const double& "", ""const Eigen::Matrix<double, Eigen::Dynamic, 1>& "", ""const Eigen::Matrix<double, Eigen::Dynamic, 1>& "", ""const std::vector<Eigen::Matrix<double, Eigen::Dynamic, 1> >& "", ""const std::vector<Eigen::Matrix<double, Eigen::Dynamic, Eigen::Dynamic> >& "", ""const std::vector<Eigen::Matrix<double, Eigen::Dynamic, Eigen::Dynamic> >& "", ""const Eigen::Matrix<double, Eigen::Dynamic, Eigen::Dynamic>& "", ""const Eigen::Matrix<double, Eigen::Dynamic, Eigen::Dynamic>& "", ""const Eigen::Matrix<double, Eigen::Dynamic, Eigen::Dynamic>& "", 
""const Eigen::Matrix<double, Eigen::Dynamic, Eigen::Dynamic>& "", ""const Eigen::Matrix<double, Eigen::Dynamic, 1>& "", ""const int& "", ""const int& "", ""const int& "", ""const int& "", ""const int& "", ""const int& "", ""const double& "", ""const int& "", ""boost::ecuyer1988& "", ""std::ostream* "")","c("" income"", "" quant_j"", "" price"", "" price_p_policy"", "" psi_p_sims"", "" phi_p_sims"", "" psi_sims"", "" phi_sims"", "" gamma_sims"", "" alpha_sims"", "" scale_sims"", "" nerrs"", "" cond_error"", "" draw_mlhs"", "" algo_gen"", "" model_num"", "" price_change_only"", "" tol"", "" max_loop"", "" base_rng__"", "" pstream__"")"
"3744","rmdcev","CalcMarshallianDemand_rng","c(""const double& "", ""const Eigen::Matrix<double, Eigen::Dynamic, 1>& "", ""const Eigen::Matrix<double, Eigen::Dynamic, 1>& "", ""const std::vector<Eigen::Matrix<double, Eigen::Dynamic, 1> >& "", ""const std::vector<Eigen::Matrix<double, Eigen::Dynamic, Eigen::Dynamic> >& "", ""const std::vector<Eigen::Matrix<double, Eigen::Dynamic, Eigen::Dynamic> >& "", ""const Eigen::Matrix<double, Eigen::Dynamic, Eigen::Dynamic>& "", ""const Eigen::Matrix<double, Eigen::Dynamic, Eigen::Dynamic>& "", ""const Eigen::Matrix<double, Eigen::Dynamic, Eigen::Dynamic>& "", 
""const Eigen::Matrix<double, Eigen::Dynamic, Eigen::Dynamic>& "", ""const Eigen::Matrix<double, Eigen::Dynamic, 1>& "", ""const int& "", ""const int& "", ""const int& "", ""const int& "", ""const int& "", ""const int& "", ""const double& "", ""const int& "", ""boost::ecuyer1988& "", ""std::ostream* "")","c("" income"", "" quant_j"", "" price"", "" price_p_policy"", "" psi_p_sims"", "" phi_p_sims"", "" psi_sims"", "" phi_sims"", "" gamma_sims"", "" alpha_sims"", "" scale_sims"", "" nerrs"", "" cond_error"", "" draw_mlhs"", "" algo_gen"", "" model_num"", "" price_change_only"", "" tol"", "" max_loop"", "" base_rng__"", "" pstream__"")"
