"Hhindex" "pernum" "sex" "race" "hisp" "age" "relate" "ownership" "headsex" "headrace" "headhisp" "headage"
626 3 2 8 1 4 3 1 1 6 1 29
626 4 2 8 1 2 3 1 1 6 1 29
627 2 2 1 1 46 2 1 1 1 1 47
627 3 2 1 1 17 3 1 1 1 1 47
627 4 2 1 1 17 3 1 1 1 1 47
627 5 1 1 1 16 3 1 1 1 1 47
628 2 1 2 1 43 3 1 2 2 1 59
629 2 2 6 1 32 2 1 1 6 1 35
629 3 2 6 1 2 3 1 1 6 1 35
630 2 2 1 1 36 2 1 1 1 1 38
630 3 1 1 1 5 3 1 1 1 1 38
630 4 1 1 1 4 3 1 1 1 1 38
631 2 2 1 1 66 2 1 1 1 1 67
632 2 2 1 1 29 2 1 1 1 1 30
632 3 2 8 1 26 7 1 1 1 1 30
633 2 2 1 1 47 2 1 1 1 1 48
633 3 1 1 1 16 3 1 1 1 1 48
633 4 2 1 1 12 3 1 1 1 1 48
633 5 2 1 1 11 3 1 1 1 1 48
634 2 2 1 1 71 2 1 1 1 1 73
635 2 1 1 1 16 3 2 2 1 1 35
635 3 1 1 1 13 3 2 2 1 1 35
635 4 2 1 1 42 11 2 2 1 1 35
636 2 1 6 1 48 2 1 2 6 1 49
636 3 2 6 1 15 3 1 2 6 1 49
636 4 2 6 1 11 3 1 2 6 1 49
636 5 2 6 1 62 7 1 2 6 1 49
637 2 1 1 1 2 3 1 1 1 1 42
637 3 2 8 1 40 11 1 1 1 1 42
638 2 2 1 1 26 11 1 2 1 1 37
639 2 1 3 1 30 11 2 2 3 1 36
640 2 2 1 1 56 2 2 1 8 2 56
641 2 2 1 1 38 2 2 1 1 1 38
641 3 2 1 1 14 3 2 1 1 1 38
641 4 1 1 1 20 3 2 1 1 1 38
642 2 2 2 1 79 5 2 2 2 1 56
642 3 1 2 1 55 11 2 2 2 1 56
643 2 2 1 1 48 2 1 1 1 1 66
644 2 2 1 2 27 3 1 2 1 2 56
644 3 2 1 2 11 9 1 2 1 2 56
644 4 1 1 2 5 9 1 2 1 2 56
645 2 1 1 1 52 2 1 2 1 1 53
646 2 2 1 1 86 2 1 1 1 1 89
647 2 2 2 1 32 3 1 2 2 1 57
647 3 2 2 1 23 3 1 2 2 1 57
647 4 1 2 1 15 3 1 2 2 1 57
648 2 1 1 1 46 2 1 2 1 1 45
648 3 2 1 1 19 3 1 2 1 1 45
648 4 2 1 1 11 3 1 2 1 1 45
649 2 2 1 1 39 2 1 1 1 1 36
649 3 2 1 1 17 3 1 1 1 1 36
649 4 2 1 1 16 3 1 1 1 1 36
649 5 1 1 1 12 3 1 1 1 1 36
649 6 2 1 1 9 3 1 1 1 1 36
650 2 2 2 1 19 3 1 2 2 1 54
650 3 1 2 1 50 7 1 2 2 1 54
651 2 2 1 1 64 2 1 1 1 1 66
652 2 1 1 1 72 2 1 2 1 1 66
653 2 2 1 1 48 2 1 1 1 1 49
653 3 2 1 1 16 3 1 1 1 1 49
653 4 1 1 1 9 3 1 1 1 1 49
653 5 2 1 1 79 6 1 1 1 1 49
654 2 2 1 1 65 3 1 2 1 1 93
655 2 1 2 1 6 3 1 1 2 1 51
656 2 2 1 1 28 2 1 1 1 1 39
656 3 1 1 1 5 3 1 1 1 1 39
656 4 2 1 1 4 3 1 1 1 1 39
656 5 2 1 1 2 3 1 1 1 1 39
657 2 2 4 1 30 2 2 1 4 1 33
658 2 1 1 1 42 2 1 2 1 1 39
658 3 1 1 1 20 3 1 2 1 1 39
658 4 2 1 1 16 3 1 2 1 1 39
659 2 2 1 1 41 2 1 1 1 1 44
659 3 2 1 1 16 3 1 1 1 1 44
659 4 2 1 1 10 3 1 1 1 1 44
660 2 2 1 1 51 2 2 1 1 1 51
660 3 1 1 1 24 3 2 1 1 1 51
661 2 2 1 1 48 2 1 1 1 1 50
661 3 1 1 1 22 3 1 1 1 1 50
661 4 1 1 1 19 3 1 1 1 1 50
662 2 1 7 2 20 10 2 2 7 2 28
662 3 1 7 2 8 10 2 2 7 2 28
662 4 2 7 2 4 10 2 2 7 2 28
662 5 1 7 2 1 10 2 2 7 2 28
662 6 1 7 2 30 11 2 2 7 2 28
663 2 2 1 1 74 2 1 1 1 1 79
664 2 2 1 1 58 2 1 1 1 1 59
664 3 2 1 1 38 3 1 1 1 1 59
664 4 2 1 1 15 9 1 1 1 1 59
665 2 2 1 1 72 2 1 1 1 1 72
666 2 1 1 2 75 2 2 2 1 2 57
667 2 1 1 1 33 2 1 2 1 2 27
667 3 2 1 2 4 3 1 2 1 2 27
667 4 1 1 2 3 3 1 2 1 2 27
668 2 1 1 1 36 11 2 2 1 1 28
669 2 2 1 2 29 2 2 1 1 2 32
669 3 2 1 2 7 3 2 1 1 2 32
669 4 2 1 2 2 3 2 1 1 2 32
670 2 2 1 1 18 3 2 2 1 1 41
670 3 2 1 1 33 7 2 2 1 1 41
670 4 1 1 2 9 10 2 2 1 1 41
670 5 2 1 2 9 10 2 2 1 1 41
670 6 1 1 1 38 12 2 2 1 1 41
671 2 2 7 2 51 2 1 1 7 2 51
672 2 2 6 1 31 2 1 1 6 1 35
672 3 2 6 1 8 3 1 1 6 1 35
672 4 2 6 1 2 3 1 1 6 1 35
673 2 2 1 1 60 2 1 1 1 1 67
674 2 1 1 1 29 2 2 2 1 1 30
674 3 2 1 1 4 3 2 2 1 1 30
674 4 1 1 1 10 3 2 2 1 1 30
675 2 2 2 1 20 3 2 2 2 1 39
675 3 1 2 1 18 3 2 2 2 1 39
675 4 2 2 1 9 3 2 2 2 1 39
676 2 1 1 1 27 2 2 2 1 1 26
677 2 2 3 1 13 3 2 2 3 1 34
677 3 2 3 1 11 3 2 2 3 1 34
677 4 1 3 1 9 3 2 2 3 1 34
678 2 1 7 5 49 2 1 2 1 5 49
678 3 1 7 5 22 3 1 2 1 5 49
678 4 2 7 5 14 3 1 2 1 5 49
679 2 2 1 1 52 2 1 1 1 1 51
679 3 2 1 1 15 3 1 1 1 1 51
680 2 2 1 5 83 2 1 1 1 1 91
681 2 2 1 1 76 2 1 1 1 1 78
682 2 1 1 1 62 2 1 2 1 1 60
682 3 1 1 1 36 3 1 2 1 1 60
683 2 2 3 1 48 2 2 1 1 1 49
683 3 1 8 1 24 3 2 1 1 1 49
683 4 1 8 1 20 3 2 1 1 1 49
683 5 1 8 1 19 3 2 1 1 1 49
683 6 2 1 1 17 3 2 1 1 1 49
684 2 2 2 1 68 2 2 1 2 1 70
684 3 1 2 1 7 10 2 1 2 1 70
685 2 1 1 1 68 2 1 2 1 1 66
686 2 2 1 1 58 2 2 1 1 1 62
687 2 2 1 1 61 2 1 1 1 1 66
688 2 2 1 1 62 2 1 1 1 1 71
689 2 2 1 1 60 2 1 1 1 1 59
690 2 1 1 1 50 7 1 2 1 1 55
691 2 1 7 5 23 3 1 2 7 5 52
692 2 2 1 1 29 2 1 1 1 1 31
693 2 1 1 1 54 2 1 2 1 1 50
693 3 1 1 1 21 3 1 2 1 1 50
693 4 1 1 1 16 3 1 2 1 1 50
694 2 1 1 1 40 2 1 2 1 1 37
694 3 2 1 1 9 3 1 2 1 1 37
694 4 2 1 1 6 3 1 2 1 1 37
695 2 2 1 1 43 2 1 1 1 1 41
695 3 1 1 1 15 3 1 1 1 1 41
695 4 1 1 1 20 3 1 1 1 1 41
696 2 1 1 1 34 11 1 1 1 1 25
696 3 2 1 1 22 11 1 1 1 1 25
697 2 1 1 1 26 3 1 2 1 1 59
698 2 1 1 1 34 2 2 2 1 1 33
698 3 2 1 1 2 3 2 2 1 1 33
699 2 2 1 1 77 2 1 1 1 1 77
700 2 2 1 1 41 2 1 1 1 1 40
700 3 2 1 1 12 3 1 1 1 1 40
700 4 1 1 1 10 3 1 1 1 1 40
701 2 2 1 1 25 2 2 1 1 1 29
701 3 2 1 1 2 3 2 1 1 1 29
702 2 2 1 5 8 3 1 2 1 5 34
702 3 1 1 5 5 3 1 2 1 5 34
703 2 2 3 1 3 3 2 2 2 1 31
703 3 2 3 1 1 3 2 2 2 1 31
704 2 1 2 1 69 2 1 2 2 1 58
705 2 1 1 1 62 2 1 2 1 1 61
706 2 1 1 1 62 2 1 2 1 1 64
707 2 1 1 1 26 7 2 2 1 1 24
707 3 1 1 1 27 11 2 2 1 1 24
707 4 1 1 1 27 12 2 2 1 1 24
708 2 1 1 2 30 2 2 2 1 2 29
708 3 1 1 2 6 3 2 2 1 2 29
709 2 2 1 1 56 2 1 1 1 1 62
710 2 1 1 1 61 2 1 2 1 1 56
711 2 2 1 1 60 2 1 1 1 1 60
711 3 2 4 1 18 3 1 1 1 1 60
712 2 2 6 1 41 2 1 1 6 1 51
712 3 2 6 1 4 3 1 1 6 1 51
712 4 1 6 1 1 3 1 1 6 1 51
713 2 1 1 1 61 11 2 2 1 1 37
714 2 1 1 2 26 2 2 2 1 2 22
714 3 2 1 2 4 3 2 2 1 2 22
714 4 2 1 2 1 3 2 2 1 2 22
715 2 2 6 1 77 5 2 1 6 1 50
716 2 2 1 1 64 2 1 1 1 1 67
717 2 2 1 1 69 2 1 1 1 1 69
718 2 2 1 1 29 2 1 1 1 1 30
719 2 2 1 1 52 3 1 2 1 1 80
720 2 2 1 1 58 2 1 1 1 1 61
720 3 2 1 1 82 10 1 1 1 1 61
721 2 1 1 1 54 2 1 2 1 1 53
722 2 1 1 1 20 7 1 1 1 1 24
723 2 2 2 1 5 3 2 2 2 1 25
723 3 1 2 1 2 3 2 2 2 1 25
723 4 2 2 1 1 3 2 2 2 1 25
723 5 2 2 1 50 5 2 2 2 1 25
724 2 1 1 1 57 2 1 2 1 1 48
725 2 2 1 1 19 3 1 2 1 1 51
725 3 2 1 1 62 11 1 2 1 1 51
726 2 1 4 1 67 2 1 2 4 1 64
727 2 2 1 1 81 2 1 1 1 1 82
728 2 2 1 1 49 2 1 1 1 1 51
728 3 2 1 1 28 3 1 1 1 1 51
728 4 2 1 1 26 3 1 1 1 1 51
728 5 2 1 1 3 9 1 1 1 1 51
728 6 2 1 1 3 9 1 1 1 1 51
729 2 1 1 5 72 2 1 2 1 2 73
730 2 1 7 5 76 2 1 2 7 5 73
731 2 2 9 1 58 2 1 1 8 1 71
732 2 1 2 1 44 11 2 2 1 1 51
733 2 2 1 1 71 11 1 1 1 1 64
734 2 1 2 1 6 3 2 2 2 1 27
734 3 2 2 1 2 3 2 2 2 1 27
735 2 1 1 1 48 2 1 2 1 1 53
735 3 1 1 1 38 3 1 2 1 1 53
735 4 1 1 1 13 9 1 2 1 1 53
736 2 1 1 1 25 11 1 2 1 1 25
737 2 1 1 1 89 2 1 2 1 1 83
738 2 2 1 1 76 7 1 1 1 1 84
739 2 1 2 1 49 7 2 2 2 1 51
739 3 2 2 1 69 5 2 2 2 1 51
740 2 1 7 2 55 2 1 2 1 1 39
740 3 2 1 2 14 3 1 2 1 1 39
741 2 1 1 1 28 2 2 2 1 1 26
741 3 2 1 1 7 3 2 2 1 1 26
741 4 2 1 1 5 3 2 2 1 1 26
741 5 1 1 1 3 3 2 2 1 1 26
742 2 2 1 1 23 2 1 1 1 1 28
743 2 2 1 1 57 2 2 1 1 1 55
743 3 1 1 1 18 3 2 1 1 1 55
743 4 1 1 1 17 3 2 1 1 1 55
744 2 1 1 1 54 2 2 2 1 1 43
744 3 1 1 1 20 3 2 2 1 1 43
744 4 2 1 1 18 3 2 2 1 1 43
744 5 1 1 1 9 3 2 2 1 1 43
744 6 2 1 1 6 3 2 2 1 1 43
745 2 2 1 1 60 2 1 1 1 1 60
745 3 2 1 1 18 3 1 1 1 1 60
746 2 2 1 1 64 11 1 1 1 1 64
747 2 2 1 1 18 3 1 2 1 1 47
747 3 1 1 1 10 3 1 2 1 1 47
747 4 2 1 1 9 3 1 2 1 1 47
748 2 1 1 1 27 2 2 2 1 1 27
749 2 1 1 1 63 2 1 2 1 1 63
750 2 2 1 1 59 2 1 1 1 1 71
751 2 2 1 1 35 2 1 1 1 1 37
751 3 1 1 1 8 3 1 1 1 1 37
751 4 2 1 1 4 3 1 1 1 1 37
752 2 1 2 1 9 3 2 2 2 1 24
752 3 1 2 1 6 3 2 2 2 1 24
752 4 2 2 1 5 3 2 2 2 1 24
752 5 2 2 1 2 3 2 2 2 1 24
753 2 2 1 1 76 2 1 1 1 1 77
754 2 2 1 1 66 2 2 1 1 1 66
755 2 2 1 1 39 2 1 1 1 1 44
756 2 1 1 1 13 3 2 2 1 1 33
757 2 1 7 5 28 7 2 2 7 5 25
757 3 2 7 5 48 5 2 2 7 5 25
758 2 1 1 1 58 2 1 2 1 1 56
759 2 2 8 1 10 3 1 2 1 1 35
760 2 2 1 1 39 11 1 1 1 1 52
760 3 1 1 1 17 12 1 1 1 1 52
761 2 2 1 1 47 2 1 1 1 1 53
761 3 2 1 1 16 3 1 1 1 1 53
762 2 2 1 1 56 2 1 1 1 1 61
762 3 2 1 1 21 3 1 1 1 1 61
762 4 1 1 1 20 3 1 1 1 1 61
763 2 2 2 1 45 2 1 1 2 1 60
764 2 1 7 2 9 3 1 1 7 2 47
765 2 1 2 1 54 2 2 2 2 1 53
766 2 2 1 1 65 2 1 1 1 1 66
767 2 2 1 1 39 2 1 1 1 1 43
767 3 1 1 1 21 3 1 1 1 1 43
767 4 2 1 1 16 3 1 1 1 1 43
768 2 2 1 5 88 2 2 1 1 5 95
769 2 2 1 1 56 2 1 1 1 1 56
770 2 2 1 5 64 2 1 1 1 4 71
771 2 1 1 1 21 11 1 2 1 1 24
772 2 2 1 1 40 2 2 1 1 1 42
772 3 2 1 1 13 3 2 1 1 1 42
772 4 2 1 1 10 3 2 1 1 1 42
773 2 2 7 2 40 2 1 1 7 2 43
773 3 1 7 2 21 3 1 1 7 2 43
773 4 1 7 2 3 3 1 1 7 2 43
773 5 2 7 2 19 3 1 1 7 2 43
774 2 2 1 1 33 2 1 1 1 1 40
775 2 1 1 1 57 2 1 2 1 1 58
776 2 1 2 1 34 10 2 2 2 1 67
777 2 2 1 1 62 2 1 1 1 1 62
778 2 2 1 1 63 11 1 1 1 1 71
778 3 2 1 1 87 12 1 1 1 1 71
779 2 1 3 1 19 3 2 2 3 1 41
779 3 1 3 1 15 3 2 2 3 1 41
779 4 2 3 1 10 3 2 2 3 1 41
780 2 2 2 1 21 3 1 2 2 1 43
780 3 1 2 1 12 3 1 2 2 1 43
780 4 1 2 1 10 3 1 2 2 1 43
780 5 1 2 1 38 12 1 2 2 1 43
781 2 2 1 1 61 11 2 2 1 1 34
781 3 1 1 1 31 11 2 2 1 1 34
782 2 1 1 1 30 3 1 2 1 1 55
782 3 2 1 1 33 11 1 2 1 1 55
782 4 1 1 1 11 11 1 2 1 1 55
782 5 2 1 1 10 11 1 2 1 1 55
783 2 1 1 1 54 2 1 2 1 1 45
783 3 1 1 1 25 3 1 2 1 1 45
783 4 1 1 1 20 3 1 2 1 1 45
783 5 2 1 1 18 3 1 2 1 1 45
784 2 2 1 1 54 2 1 1 1 1 62
785 2 2 1 1 60 2 1 1 1 1 66
786 2 1 1 1 32 2 1 2 1 1 30
786 3 1 1 1 13 3 1 2 1 1 30
786 4 1 1 1 11 3 1 2 1 1 30
786 5 1 1 1 7 3 1 2 1 1 30
786 6 2 1 1 3 3 1 2 1 1 30
787 2 1 2 1 64 2 1 2 8 1 41
787 3 1 8 3 19 3 1 2 8 1 41
787 4 1 8 1 6 3 1 2 8 1 41
788 2 1 1 1 24 2 1 2 1 1 32
788 3 1 1 1 9 3 1 2 1 1 32
788 4 2 1 1 6 3 1 2 1 1 32
789 2 2 1 1 57 2 1 1 1 1 58
790 2 2 1 1 50 2 1 1 1 1 52
791 2 2 1 1 70 2 1 1 1 1 86
792 2 2 1 1 73 2 1 1 1 1 73
792 3 2 1 1 49 3 1 1 1 1 73
793 2 1 1 1 57 7 1 1 1 1 59
794 2 2 1 1 23 11 2 2 1 1 24
795 2 1 1 1 38 2 1 2 1 1 39
795 3 2 1 1 11 3 1 2 1 1 39
795 4 2 1 1 8 3 1 2 1 1 39
796 2 2 1 1 39 2 1 1 1 1 41
797 2 1 1 1 24 11 2 1 1 1 24
797 3 1 1 1 23 11 2 1 1 1 24
797 4 2 1 1 22 11 2 1 1 1 24
797 5 2 1 1 21 11 2 1 1 1 24
798 2 2 6 1 37 2 1 1 6 1 40
798 3 1 6 1 13 3 1 1 6 1 40
798 4 2 6 1 9 3 1 1 6 1 40
799 2 2 1 1 66 2 1 1 1 1 68
800 2 1 1 1 58 2 1 2 1 1 66
801 2 2 1 1 40 2 1 1 1 1 41
801 3 1 1 1 6 3 1 1 1 1 41
801 4 1 1 1 6 3 1 1 1 1 41
802 2 2 6 1 44 2 1 1 1 1 42
802 3 1 8 1 17 3 1 1 1 1 42
802 4 1 8 1 12 3 1 1 1 1 42
802 5 1 8 1 9 3 1 1 1 1 42
803 2 2 1 1 70 2 1 1 1 1 81
804 2 1 1 1 55 2 1 2 1 1 50
804 3 2 1 1 20 3 1 2 1 1 50
804 4 1 1 1 15 3 1 2 1 1 50
805 2 1 1 1 27 12 2 1 1 1 31
806 2 2 1 1 36 11 2 1 1 1 37
807 2 1 1 1 56 7 1 2 1 1 58
807 3 1 1 1 20 10 1 2 1 1 58
807 4 1 1 1 15 10 1 2 1 1 58
808 2 1 1 2 35 2 1 2 1 2 33
808 3 2 1 2 13 3 1 2 1 2 33
809 2 2 7 2 37 2 1 1 6 1 51
809 3 1 9 2 16 3 1 1 6 1 51
809 4 1 9 2 14 3 1 1 6 1 51
810 2 1 1 1 70 2 1 2 1 1 72
811 2 2 1 1 72 2 1 1 1 1 69
812 2 1 2 1 10 9 1 2 2 1 46
812 3 1 2 1 4 9 1 2 2 1 46
813 2 1 1 1 20 3 1 2 1 1 48
814 2 2 1 1 82 2 2 1 1 1 84
815 2 1 1 1 50 2 1 2 1 1 45
815 3 1 1 1 15 3 1 2 1 1 45
815 4 1 1 1 10 3 1 2 1 1 45
816 2 2 1 1 10 3 2 2 1 1 44
817 2 1 2 1 70 2 2 2 2 1 55
818 2 2 8 1 34 2 1 1 8 1 47
818 3 2 8 1 11 3 1 1 8 1 47
818 4 2 2 1 8 3 1 1 8 1 47
819 2 1 1 1 32 2 2 2 1 1 33
819 3 2 1 1 14 3 2 2 1 1 33
819 4 1 1 1 12 3 2 2 1 1 33
819 5 2 1 1 11 3 2 2 1 1 33
820 2 1 2 1 63 2 1 2 2 1 57
820 3 2 2 1 36 3 1 2 2 1 57
821 2 1 1 1 20 3 1 2 1 1 42
821 3 1 1 1 18 3 1 2 1 1 42
822 2 2 1 1 34 2 1 1 1 1 34
822 3 2 1 1 8 3 1 1 1 1 34
822 4 2 1 1 6 3 1 1 1 1 34
822 5 1 1 1 4 3 1 1 1 1 34
823 2 2 9 2 44 2 1 1 1 1 49
824 2 2 1 1 74 2 1 1 1 1 84
825 2 2 1 1 52 3 1 1 1 1 85
826 2 2 1 1 54 2 1 1 1 1 55
826 3 2 1 1 21 3 1 1 1 1 55
827 2 2 1 1 49 2 1 1 1 1 50
827 3 2 1 1 21 3 1 1 1 1 50
827 4 1 1 1 19 3 1 1 1 1 50
827 5 1 1 1 15 3 1 1 1 1 50
828 2 2 1 1 20 3 2 2 1 1 47
828 3 1 1 1 15 3 2 2 1 1 47
829 2 2 1 1 53 2 1 1 1 1 54
830 2 2 1 1 85 5 1 2 1 1 63
831 2 2 1 1 64 2 1 1 1 1 68
832 2 2 1 5 78 2 1 1 1 1 76
833 2 1 1 1 74 2 1 2 1 1 74
834 2 1 1 1 35 2 1 2 1 1 32
834 3 1 1 1 1 3 1 2 1 1 32
835 2 2 1 5 28 2 1 1 1 1 30
836 2 2 1 1 41 2 1 1 1 1 40
836 3 1 1 1 9 3 1 1 1 1 40
836 4 1 1 1 7 3 1 1 1 1 40
837 2 2 7 2 1 3 2 1 7 2 27
837 3 2 7 2 24 11 2 1 7 2 27
838 2 2 1 1 26 2 1 1 1 1 47
838 3 1 1 1 14 3 1 1 1 1 47
839 2 2 1 1 62 2 1 1 1 1 65
840 2 1 1 3 56 2 1 2 1 3 50
840 3 1 1 3 31 3 1 2 1 3 50
840 4 2 1 3 29 3 1 2 1 3 50
840 5 1 1 3 23 3 1 2 1 3 50
840 6 1 1 3 11 3 1 2 1 3 50
841 2 2 1 1 60 2 1 1 8 1 59
842 2 1 2 1 51 2 1 2 2 1 60
843 2 2 2 1 2 3 2 2 2 1 26
844 2 2 1 1 74 2 1 1 1 1 76
845 2 1 1 1 29 2 1 2 1 1 28
846 2 2 2 1 55 2 1 1 2 1 62
846 3 2 2 1 29 3 1 1 2 1 62
846 4 1 2 1 5 9 1 1 2 1 62
846 5 1 2 1 16 10 1 1 2 1 62
846 6 1 2 1 13 10 1 1 2 1 62
847 2 1 7 1 71 2 1 2 7 1 67
848 2 2 1 1 51 2 1 1 1 1 61
848 3 1 1 1 25 3 1 1 1 1 61
848 4 1 1 1 11 3 1 1 1 1 61
849 2 2 1 2 22 3 1 1 1 2 61
849 3 1 1 2 21 3 1 1 1 2 61
849 4 1 1 2 7 9 1 1 1 2 61
849 5 2 1 2 4 9 1 1 1 2 61
850 2 2 1 1 53 2 1 1 1 1 66
850 3 1 1 1 23 3 1 1 1 1 66
851 2 2 2 1 66 12 1 2 1 1 88
852 2 2 1 1 49 2 1 1 1 1 53
853 2 2 1 1 37 2 1 1 1 1 39
853 3 2 1 1 7 3 1 1 1 1 39
853 4 2 1 1 3 3 1 1 1 1 39
854 2 1 1 1 16 3 1 2 1 1 51
854 3 1 1 1 52 7 1 2 1 1 51
854 4 1 1 1 42 12 1 2 1 1 51
855 2 1 1 1 56 2 1 2 1 1 49
856 2 2 1 1 27 11 2 1 1 1 30
857 2 2 1 1 4 3 2 1 1 1 24
857 3 2 1 1 23 11 2 1 1 1 24
858 2 2 1 1 62 2 1 1 1 1 62
859 2 2 1 1 43 2 1 1 1 1 48
859 3 2 1 1 18 3 1 1 1 1 48
859 4 1 1 1 15 3 1 1 1 1 48
860 2 2 8 5 59 2 1 1 8 5 63
860 3 2 1 5 18 3 1 1 8 5 63
861 2 2 2 5 12 3 2 2 1 5 30
861 3 1 7 5 7 3 2 2 1 5 30
861 4 1 7 5 4 3 2 2 1 5 30
861 5 2 7 5 3 3 2 2 1 5 30
861 6 2 7 5 58 5 2 2 1 5 30
862 2 2 1 4 21 11 2 1 1 4 25
863 2 1 8 1 65 2 1 2 8 1 63
864 2 2 6 1 44 2 1 1 6 1 47
864 3 1 6 1 3 3 1 1 6 1 47
865 2 1 1 1 48 2 1 2 1 1 44
866 2 2 1 1 57 2 1 1 1 1 57
866 3 1 1 1 27 3 1 1 1 1 57
867 2 2 1 1 41 11 2 1 1 1 43
868 2 2 1 1 64 2 1 1 1 1 73
869 2 2 1 1 45 2 1 1 1 1 45
869 3 1 1 1 5 3 1 1 1 1 45
869 4 2 1 1 4 3 1 1 1 1 45
870 2 2 1 1 63 2 1 1 1 1 69
871 2 1 1 1 32 2 1 2 1 1 31
871 3 2 1 1 1 3 1 2 1 1 31
872 2 2 4 1 4 3 2 2 4 1 34
872 3 2 4 1 72 5 2 2 4 1 34
872 4 1 4 1 35 11 2 2 4 1 34
873 2 2 1 1 40 2 1 1 1 1 41
873 3 2 1 1 18 3 1 1 1 1 41
873 4 2 1 1 16 3 1 1 1 1 41
874 2 2 1 1 66 2 1 1 1 1 66
875 2 2 1 1 22 11 2 1 7 2 33
875 3 2 1 1 4 12 2 1 7 2 33
876 2 1 1 1 9 3 2 2 1 1 42
876 3 1 1 1 40 11 2 2 1 1 42
877 2 1 1 1 36 2 1 2 1 1 33
877 3 2 1 1 10 3 1 2 1 1 33
877 4 2 1 1 2 3 1 2 1 1 33
878 2 2 7 2 35 2 1 1 7 2 40
878 3 1 7 2 13 3 1 1 7 2 40
878 4 1 7 2 10 3 1 1 7 2 40
879 2 2 1 1 46 2 1 1 1 1 46
879 3 1 1 1 11 3 1 1 1 1 46
879 4 1 1 1 8 3 1 1 1 1 46
880 2 1 1 1 54 2 1 2 1 1 53
880 3 1 1 1 21 3 1 2 1 1 53
880 4 2 1 1 19 3 1 2 1 1 53
881 2 2 1 1 62 2 1 1 1 1 62
882 2 2 2 1 46 2 1 1 1 1 47
883 2 1 7 2 43 12 1 1 7 2 44
884 2 1 1 1 44 2 1 2 1 1 44
884 3 1 1 1 17 3 1 2 1 1 44
884 4 2 1 1 16 3 1 2 1 1 44
884 5 1 1 1 13 3 1 2 1 1 44
885 2 2 1 1 39 2 1 1 1 1 41
885 3 2 1 1 11 3 1 1 1 1 41
885 4 2 1 1 9 3 1 1 1 1 41
885 5 1 1 1 7 3 1 1 1 1 41
886 2 1 2 1 11 3 2 2 2 1 40
887 2 1 1 1 43 2 1 2 1 1 42
887 3 1 1 1 13 3 1 2 1 1 42
887 4 2 1 1 10 3 1 2 1 1 42
888 2 2 1 1 63 2 1 1 1 1 61
888 3 1 1 1 30 3 1 1 1 1 61
888 4 2 1 1 27 3 1 1 1 1 61
888 5 1 1 1 25 3 1 1 1 1 61
889 2 2 1 1 58 2 1 1 1 1 63
889 3 2 1 1 26 3 1 1 1 1 63
889 4 2 1 1 19 3 1 1 1 1 63
889 5 2 1 1 15 3 1 1 1 1 63
890 2 1 1 1 60 2 1 2 1 1 67
891 2 2 1 1 27 2 2 1 1 1 25
892 2 2 2 1 63 2 1 1 2 1 63
892 3 2 2 1 33 3 1 1 2 1 63
893 2 1 1 1 51 2 1 2 1 1 48
893 3 2 1 1 18 3 1 2 1 1 48
893 4 1 1 1 15 3 1 2 1 1 48
893 5 2 1 1 12 3 1 2 1 1 48
894 2 1 2 1 10 3 2 2 2 1 25
894 3 1 2 1 5 3 2 2 2 1 25
894 4 1 2 1 3 3 2 2 2 1 25
895 2 1 1 1 16 3 1 2 1 1 39
895 3 1 1 1 13 3 1 2 1 1 39
896 2 2 1 1 65 2 1 1 1 1 71
897 2 1 7 2 67 2 1 2 7 2 65
897 3 1 7 2 31 3 1 2 7 2 65
897 4 1 7 2 3 9 1 2 7 2 65
897 5 2 7 2 1 9 1 2 7 2 65
897 6 2 7 2 27 4 1 2 7 2 65
898 2 1 1 1 51 2 1 2 3 1 34
898 3 2 3 1 11 3 1 2 3 1 34
898 4 1 3 1 10 3 1 2 3 1 34
899 2 2 2 1 14 3 2 2 2 1 30
899 3 1 2 1 11 3 2 2 2 1 30
899 4 2 2 1 10 3 2 2 2 1 30
899 5 2 2 1 7 3 2 2 2 1 30
899 6 2 8 1 5 3 2 2 2 1 30
900 2 2 8 1 29 3 1 1 2 1 71
900 3 2 8 1 23 3 1 1 2 1 71
901 2 1 1 1 75 2 1 2 1 1 72
901 3 2 1 1 93 10 1 2 1 1 72
902 2 2 1 1 36 2 1 1 1 1 42
902 3 1 1 1 4 3 1 1 1 1 42
902 4 1 1 1 1 3 1 1 1 1 42
902 5 1 1 1 15 3 1 1 1 1 42
903 2 2 1 1 58 2 1 1 1 1 58
903 3 1 1 1 19 3 1 1 1 1 58
904 2 2 1 2 50 2 1 1 1 2 57
904 3 2 1 2 29 3 1 1 1 2 57
904 4 1 1 2 20 3 1 1 1 2 57
904 5 2 1 2 19 3 1 1 1 2 57
905 2 2 1 1 61 2 1 1 1 1 62
906 2 2 1 1 27 2 1 1 1 1 30
907 2 2 1 1 56 2 1 1 1 1 57
908 2 2 1 1 63 2 1 1 1 1 62
909 2 2 1 2 49 2 2 1 1 2 36
909 3 2 1 2 9 3 2 1 1 2 36
909 4 2 1 2 4 3 2 1 1 2 36
910 2 2 1 1 38 2 2 1 8 1 51
910 3 1 8 1 12 3 2 1 8 1 51
910 4 1 8 1 10 3 2 1 8 1 51
910 5 2 8 1 7 3 2 1 8 1 51
910 6 2 1 1 58 7 2 1 8 1 51
911 2 1 1 1 8 3 1 2 1 1 39
